Start,Diver,Gender,Discipline,Line,Official Top,AP,RP,Card,Points,Remarks,Title Event,Event Type,Day
1,Anna Iliadou (GRC),F,CNF,,00:00,28 m,28 m,WHITE,28.0,-,"AIDA Hellas, Summer Apnea Games 2018",Depth Competition,2018-09-01
2,Charalambos Mitsopoulos (GRC),M,CNF,,00:00,40 m,40 m,WHITE,40.0,-,"AIDA Hellas, Summer Apnea Games 2018",Depth Competition,2018-09-01
3,Michel Filinis2 (BRA),M,FIM,,00:00,52 m,52 m,WHITE,52.0,-,"AIDA Hellas, Summer Apnea Games 2018",Depth Competition,2018-09-01
4,Effie Karipides (CAN),F,FIM,,00:00,32 m,23 m,YELLOW,13.0,"Early turn, no tag.","AIDA Hellas, Summer Apnea Games 2018",Depth Competition,2018-09-01
5,Christos Politis (GRC),M,FIM,,00:00,58 m,58 m,WHITE,58.0,-,"AIDA Hellas, Summer Apnea Games 2018",Depth Competition,2018-09-01
6,Alexandros Koukos (GRC),M,FIM,,00:00,80 m,80 m,WHITE,80.0,-,"AIDA Hellas, Summer Apnea Games 2018",Depth Competition,2018-09-01
7,Stavros Kastrinakis (GRC),M,FIM,,00:00,85 m,85 m,WHITE,85.0,-,"AIDA Hellas, Summer Apnea Games 2018",Depth Competition,2018-09-01
8,Stavros Sioltzidis (GRC),M,CWT,,00:00,30 m,30 m,WHITE,30.0,-,"AIDA Hellas, Summer Apnea Games 2018",Depth Competition,2018-09-01
9,Vasiliki Zafeiratou (GRC),F,CWT,,00:00,41 m,41 m,WHITE,41.0,-,"AIDA Hellas, Summer Apnea Games 2018",Depth Competition,2018-09-01
10,Koralia Vourlioti (GRC),F,CWT,,00:00,45 m,45 m,WHITE,45.0,-,"AIDA Hellas, Summer Apnea Games 2018",Depth Competition,2018-09-01
11,Evaggelos Vasilikos (GRC),M,CWT,,00:00,50 m,39 m,YELLOW,27.0,"Early turn, no tag.","AIDA Hellas, Summer Apnea Games 2018",Depth Competition,2018-09-01
12,Tony Helm (GRC),M,CWT,,00:00,81 m,73 m,YELLOW,64.0,"Early turn, no tag.","AIDA Hellas, Summer Apnea Games 2018",Depth Competition,2018-09-01
13,Tasos Somalis (GRC),M,CWT,,00:00,70 m,70 m,WHITE,70.0,-,"AIDA Hellas, Summer Apnea Games 2018",Depth Competition,2018-09-01
14,Giorgos Panagiotakis (GRC),M,CWT,,00:00,103 m,103 m,WHITE,103.0,National record,"AIDA Hellas, Summer Apnea Games 2018",Depth Competition,2018-09-01
15,Christos Papadopoulos (GRC),M,CWT,,00:00,82 m,82 m,WHITE,82.0,-,"AIDA Hellas, Summer Apnea Games 2018",Depth Competition,2018-09-01
16,Katarina Linczenyiova (SVK),F,FIM,,00:00,70 m,70 m,WHITE,70.0,-,"AIDA Hellas, Summer Apnea Games 2018",Depth Competition,2018-09-01
17,Hyemin Kim (KOR),F,CWT,,00:00,45 m,45 m,WHITE,45.0,-,"AIDA Hellas, Summer Apnea Games 2018",Depth Competition,2018-09-01
18,Sunyoung Kim (KOR),F,CWT,,00:00,60 m,60 m,WHITE,60.0,-,"AIDA Hellas, Summer Apnea Games 2018",Depth Competition,2018-09-01
19,David Tranfield (GBR),M,CNF,,00:00,50 m,50 m,WHITE,50.0,-,"AIDA Hellas, Summer Apnea Games 2018",Depth Competition,2018-09-01
20,Dimitris Koumoulos (GRC),M,CNF,,00:00,55 m,55 m,WHITE,55.0,-,"AIDA Hellas, Summer Apnea Games 2018",Depth Competition,2018-09-01
21,Christos Karelos (GRC),M,CWT,,00:00,48 m,48 m,WHITE,48.0,-,"AIDA Hellas, Summer Apnea Games 2018",Depth Competition,2018-09-01
1,Vidar Holmen (NOR),M,CNF,,00:00,26 m,26 m,WHITE,26.0,-,"AIDA Hellas, Summer Apnea Games 2018",Depth Competition,2018-09-02
2,Christos Karelos (GRC),M,CNF,,00:00,41 m,41 m,WHITE,41.0,-,"AIDA Hellas, Summer Apnea Games 2018",Depth Competition,2018-09-02
3,Giannis Kothonidis (GRC),M,CNF,,00:00,68 m,68 m NR,WHITE,68.0,National record,"AIDA Hellas, Summer Apnea Games 2018",Depth Competition,2018-09-02
4,Anna Iliadou (GRC),F,CNF,,00:00,31 m,24 m,YELLOW,16.0,"Early turn, no tag.","AIDA Hellas, Summer Apnea Games 2018",Depth Competition,2018-09-02
5,Charalambos Mitsopoulos (GRC),M,CNF,,00:00,48 m,48 m,WHITE,48.0,-,"AIDA Hellas, Summer Apnea Games 2018",Depth Competition,2018-09-02
