Start,Diver,Gender,Discipline,Line,Official Top,AP,RP,Card,Points,Remarks,Title Event,Event Type,Day,Category Event,Month,Season,Experience dive,Experience discipline,Remarks_norm
1,Carlos Correa (COL),M,FIM,,00:00,55,55 m,WHITE,55.0,-,COPA AIDA DELPHINUS 2016,Depth Competition,2016-11-24,other,11,Fall,2,1,
2,David Velásquez (COL),M,FIM,,00:00,56,56 m,WHITE,56.0,-,COPA AIDA DELPHINUS 2016,Depth Competition,2016-11-24,other,11,Fall,5,3,
3,Katherine Marroquin (COL),F,FIM,,00:00,38,38 m,WHITE,38.0,-,COPA AIDA DELPHINUS 2016,Depth Competition,2016-11-24,other,11,Fall,4,4,
4,Ian Almasi (USA),M,FIM,,00:00,47,47 m,WHITE,47.0,-,COPA AIDA DELPHINUS 2016,Depth Competition,2016-11-24,other,11,Fall,5,3,
5,Frank Pernett (SWE),M,CNF,,00:00,48,0 m,RED,0.0,DNS,COPA AIDA DELPHINUS 2016,Depth Competition,2016-11-24,other,11,Fall,5,2,
1,Ian Almasi (USA),M,CNF,,00:00,30,21 m,RED,0.0,DQ SP,COPA AIDA DELPHINUS 2016,Depth Competition,2016-11-25,other,11,Fall,6,1,
2,Frank Pernett (SWE),M,FIM,,00:00,53,53 m,WHITE,53.0,-,COPA AIDA DELPHINUS 2016,Depth Competition,2016-11-25,other,11,Fall,6,2,
3,Katherine Marroquin (COL),F,FIM,,00:00,40,23 m,WHITE,5.0,"Short, no tag",COPA AIDA DELPHINUS 2016,Depth Competition,2016-11-25,other,11,Fall,5,5,NO TAG
4,David Velásquez (COL),M,CWT,,00:00,53,53 m,WHITE,53.0,-,COPA AIDA DELPHINUS 2016,Depth Competition,2016-11-25,other,11,Fall,6,2,
1,Avraam Kartapanis (CYP),M,CWT,,00:00,30,30 m,WHITE,30.0,-,Infinity Depth Games II,Depth Competition,2016-10-02,other,10,Fall,1,1,
2,Gal Shtokhamer (ISR),F,CWT,,00:00,44,44 m,WHITE,44.0,-,Infinity Depth Games II,Depth Competition,2016-10-02,other,10,Fall,3,2,
3,Erki Enkvist (EST),M,FIM,,00:00,52,52 m,WHITE,52.0,National Record for Estonia,Infinity Depth Games II,Depth Competition,2016-10-02,other,10,Fall,2,2,NR
4,Isabel Sanchez Aran (ESP),F,FIM,,00:00,46,46 m,WHITE,46.0,National Record for Spain,Infinity Depth Games II,Depth Competition,2016-10-02,other,10,Fall,1,1,NR
5,Kyriakos Lefkonitziatis (CYP),M,CNF,,00:00,42,33 m,YELLOW,23.0,Short no tag.,Infinity Depth Games II,Depth Competition,2016-10-02,other,10,Fall,1,1,NO TAG
6,Maria Sitti (CYP),F,CWT,,00:00,35,35 m,RED,0.0,Red DQ AIRWAYS,Infinity Depth Games II,Depth Competition,2016-10-02,other,10,Fall,1,1,DQAIRWAYS
7,Marinos Kartapanis (CYP),M,FIM,,00:00,30,12 m,YELLOW,0.0,Short no Tag.,Infinity Depth Games II,Depth Competition,2016-10-02,other,10,Fall,1,1,NO TAG
1,Erki Enkvist (EST),M,CWT,,00:00,51,51 m,WHITE,51.0,-,Infinity Depth Games II,Depth Competition,2016-10-03,other,10,Fall,3,1,
2,Gal Shtokhamer (ISR),F,CWT,,00:00,48,42 m,YELLOW,35.0,Short no tag.,Infinity Depth Games II,Depth Competition,2016-10-03,other,10,Fall,4,3,NO TAG
3,Erki Enkvist (EST),M,CNF,,00:00,47,47 m,WHITE,47.0,National Record for Estonia.,Infinity Depth Games II,Depth Competition,2016-10-03,other,10,Fall,4,1,NR
4,Isabel Sanchez Aran (ESP),F,FIM,,00:00,50,50 m,WHITE,50.0,National Record for Spain.,Infinity Depth Games II,Depth Competition,2016-10-03,other,10,Fall,2,2,NR
5,Gal Shtokhamer (ISR),F,FIM,,00:00,42,42 m,WHITE,42.0,National Record for Israel.,Infinity Depth Games II,Depth Competition,2016-10-03,other,10,Fall,5,2,NR
6,Ken Tomson (EST),M,FIM,,00:00,31,31 m,WHITE,31.0,-,Infinity Depth Games II,Depth Competition,2016-10-03,other,10,Fall,1,1,
7,Panagiotis Antoniou (CYP),M,CWT,,00:00,40,5 m,RED,0.0,RED DQSP,Infinity Depth Games II,Depth Competition,2016-10-03,other,10,Fall,1,1,DQSP
1,Mara Torrealba Pascuet (ESP),F,FIM,,00:00,55,37 m,YELLOW,18.0,,Open Costa Brava,Depth Competition,2016-09-10,other,9,Summer,1,1,
2,Gines Gomez Ubeda (ESP),M,FIM,,00:00,31,31 m,WHITE,31.0,-,Open Costa Brava,Depth Competition,2016-09-10,other,9,Summer,1,1,
3,Sergio Bernat (ESP),M,CNF,,00:00,51,51 m,WHITE,51.0,-,Open Costa Brava,Depth Competition,2016-09-10,other,9,Summer,1,1,
4,Ginés Gómez Úbeda (ESP),M,FIM,,00:00,31,31 m,WHITE,31.0,-,Open Costa Brava,Depth Competition,2016-09-10,other,9,Summer,1,1,
5,Luis Roberto Martinez Lam (MEX),M,CNF,,00:00,51,51 m,WHITE,51.0,-,Open Costa Brava,Depth Competition,2016-09-10,other,9,Summer,1,1,
1,Sebastian Lira (CHL),M,CWT,,00:00,82,82 m,WHITE,82.0,-,Big Blue World Cup,Depth Competition,2016-10-24,World Championship,10,Fall,1,1,
2,Amber Bourke (AUS),F,CNF,,00:00,50,50 m,WHITE,50.0,-,Big Blue World Cup,Depth Competition,2016-10-24,World Championship,10,Fall,1,1,
3,Aran Gilead (ISR),M,CNF,,00:00,59,59 m,WHITE,59.0,-,Big Blue World Cup,Depth Competition,2016-10-24,World Championship,10,Fall,3,1,
4,Marc Lenoir (FRA),M,FIM,,00:00,53,53 m,WHITE,53.0,-,Big Blue World Cup,Depth Competition,2016-10-24,World Championship,10,Fall,1,1,
5,Alexey Molchanov (RUS),M,FIM,,00:00,105,105 m,WHITE,105.0,-,Big Blue World Cup,Depth Competition,2016-10-24,World Championship,10,Fall,1,1,
6,Lena Jovanovic Balta (SRB),F,FIM,,00:00,65,46 m,YELLOW,24.0,-,Big Blue World Cup,Depth Competition,2016-10-24,World Championship,10,Fall,1,1,
7,Rodolfo Escalante (MEX),M,FIM,,00:00,60,49 m,YELLOW,37.0,-,Big Blue World Cup,Depth Competition,2016-10-24,World Championship,10,Fall,1,1,
1,Alexey Molchanov (RUS),M,CWT,,00:00,125,125 m,WHITE,125.0,-,Big Blue World Cup,Depth Competition,2016-10-25,World Championship,10,Fall,2,1,
2,Aran Gilead (ISR),M,CNF,,00:00,61,61 m,WHITE,61.0,-,Big Blue World Cup,Depth Competition,2016-10-25,World Championship,10,Fall,4,2,
3,Amber Bourke (AUS),F,FIM,,00:00,51,51 m,WHITE,51.0,-,Big Blue World Cup,Depth Competition,2016-10-25,World Championship,10,Fall,2,1,
4,Marc Lenoir (FRA),M,FIM,,00:00,56,56 m,WHITE,56.0,-,Big Blue World Cup,Depth Competition,2016-10-25,World Championship,10,Fall,2,2,
5,Rodolfo Escalante (MEX),M,FIM,,00:00,49,49 m,WHITE,49.0,-,Big Blue World Cup,Depth Competition,2016-10-25,World Championship,10,Fall,2,2,
6,Aurore Asso (FRA),F,FIM,,00:00,70,70 m,WHITE,70.0,-,Big Blue World Cup,Depth Competition,2016-10-25,World Championship,10,Fall,1,1,
7,Sebastian Lira (CHL),M,FIM,,00:00,85,84 m,YELLOW,82.0,-,Big Blue World Cup,Depth Competition,2016-10-25,World Championship,10,Fall,2,1,
1,Alexey Molchanov (RUS),M,CWT,,00:00,129,129 m,WHITE,129.0,World Record,Big Blue World Cup,Depth Competition,2016-10-28,World Championship,10,Fall,3,2,NR
2,Amber Bourke (AUS),F,CNF,,00:00,53,53 m,WHITE,53.0,-,Big Blue World Cup,Depth Competition,2016-10-28,World Championship,10,Fall,3,2,
3,Rodolfo Escalante (MEX),M,CNF,,00:00,45,45 m,WHITE,45.0,-,Big Blue World Cup,Depth Competition,2016-10-28,World Championship,10,Fall,3,1,
4,Marc Lenoir (FRA),M,FIM,,00:00,59,59 m,WHITE,59.0,-,Big Blue World Cup,Depth Competition,2016-10-28,World Championship,10,Fall,3,3,
5,Sebastian Lira (CHL),M,FIM,,00:00,85,85 m NR,WHITE,85.0,National Record,Big Blue World Cup,Depth Competition,2016-10-28,World Championship,10,Fall,3,2,NR
6,Aran Gilead (ISR),M,FIM,,00:00,71,71 m,WHITE,71.0,-,Big Blue World Cup,Depth Competition,2016-10-28,World Championship,10,Fall,5,1,
1,Aran Gilead (ISR),M,CWT,,00:00,71,71 m,WHITE,71.0,-,Big Blue World Cup,Depth Competition,2016-10-29,World Championship,10,Fall,6,3,
2,Sebastian Lira (CHL),M,CNF,,00:00,46,46 m,WHITE,46.0,-,Big Blue World Cup,Depth Competition,2016-10-29,World Championship,10,Fall,4,1,
3,Amber Bourke (AUS),F,FIM,,00:00,53,53 m,WHITE,53.0,-,Big Blue World Cup,Depth Competition,2016-10-29,World Championship,10,Fall,4,2,
1,Cristian Castaño Villa (COL),M,CNF,,00:00,42,42 m,WHITE,42.0,-,Freedive Panglao September Minicomp,Depth Competition,2016-09-22,Panglao,9,Fall,1,1,
2,Shuji Hosoda (JPN),M,CNF,,00:00,25,25 m,WHITE,25.0,-,Freedive Panglao September Minicomp,Depth Competition,2016-09-22,Panglao,9,Fall,1,1,
3,Tomoko Kayama (JPN),F,CNF,,00:00,20,20 m,WHITE,20.0,-,Freedive Panglao September Minicomp,Depth Competition,2016-09-22,Panglao,9,Fall,3,1,
4,Jeongmin Park (KOR),M,FIM,,00:00,72,72 m,WHITE,72.0,-,Freedive Panglao September Minicomp,Depth Competition,2016-09-22,Panglao,9,Fall,1,1,
5,Naoto Yoshikawa (JPN),M,FIM,,00:00,55,55 m,WHITE,55.0,-,Freedive Panglao September Minicomp,Depth Competition,2016-09-22,Panglao,9,Fall,3,2,
6,Mirai Fuse (JPN),F,FIM,,00:00,40,33 m,YELLOW,25.0,"Early turn, no tag",Freedive Panglao September Minicomp,Depth Competition,2016-09-22,Panglao,9,Fall,1,1,EARLY TURN
7,Tsukasa Kimura (JPN),M,FIM,,00:00,40,40 m,WHITE,40.0,-,Freedive Panglao September Minicomp,Depth Competition,2016-09-22,Panglao,9,Fall,1,1,
8,Kagumi Kimura (JPN),F,FIM,,00:00,40,40 m,WHITE,40.0,-,Freedive Panglao September Minicomp,Depth Competition,2016-09-22,Panglao,9,Fall,1,1,
9,Yuji Ohtani (JPN),M,FIM,,00:00,48,48 m,RED,0.0,BO,Freedive Panglao September Minicomp,Depth Competition,2016-09-22,Panglao,9,Fall,1,1,DQBO
10,Thibault Guignes (FRA),M,FIM,,00:00,100,100 m,RED,0.0,BO,Freedive Panglao September Minicomp,Depth Competition,2016-09-22,Panglao,9,Fall,1,1,DQBO
11,Michie Kokusyo (JPN),F,FIM,,00:00,45,45 m,RED,0.0,SP,Freedive Panglao September Minicomp,Depth Competition,2016-09-22,Panglao,9,Fall,1,1,
12,Chao Wu (CHN),M,FIM,,00:00,70,70 m,WHITE,70.0,-,Freedive Panglao September Minicomp,Depth Competition,2016-09-22,Panglao,9,Fall,1,1,
13,Hyungeun Gu (KOR),M,CWT,,00:00,30,30 m,WHITE,30.0,-,Freedive Panglao September Minicomp,Depth Competition,2016-09-22,Panglao,9,Fall,1,1,
14,Jihoon Choi (KOR),M,CWT,,00:00,35,35 m,WHITE,35.0,-,Freedive Panglao September Minicomp,Depth Competition,2016-09-22,Panglao,9,Fall,1,1,
15,Hyewon Leem (KOR),F,CWT,,00:00,35,35 m,WHITE,35.0,-,Freedive Panglao September Minicomp,Depth Competition,2016-09-22,Panglao,9,Fall,1,1,
16,Megumi Suwa (JPN),F,CWT,,00:00,50,50 m,WHITE,50.0,-,Freedive Panglao September Minicomp,Depth Competition,2016-09-22,Panglao,9,Fall,1,1,
17,Sayuri Kinoshita (JPN),F,CWT,,00:00,80,80 m,WHITE,80.0,-,Freedive Panglao September Minicomp,Depth Competition,2016-09-22,Panglao,9,Fall,1,1,
18,Taro Oboshi (JPN),M,CWT,,00:00,51,51 m,WHITE,51.0,-,Freedive Panglao September Minicomp,Depth Competition,2016-09-22,Panglao,9,Fall,1,1,
19,Clinton Laurence (AUS),M,CWT,,00:00,50,50 m,WHITE,50.0,-,Freedive Panglao September Minicomp,Depth Competition,2016-09-22,Panglao,9,Fall,1,1,
1,Hyewon Leem (KOR),F,CWT,,00:00,41,19 m,YELLOW,0.0,"Early turn, no tag",Freedive Panglao September Minicomp,Depth Competition,2016-09-23,Panglao,9,Fall,2,2,EARLY TURN
2,Jihoon Choi (KOR),M,CWT,,00:00,40,40 m,WHITE,40.0,-,Freedive Panglao September Minicomp,Depth Competition,2016-09-23,Panglao,9,Fall,2,2,
3,Hyungeun Gu (KOR),M,CWT,,00:00,33,33 m,WHITE,33.0,-,Freedive Panglao September Minicomp,Depth Competition,2016-09-23,Panglao,9,Fall,2,2,
4,Reiko Asakura (JPN),F,CWT,,00:00,45,18 m,YELLOW,0.0,"Early turn, no tag",Freedive Panglao September Minicomp,Depth Competition,2016-09-23,Panglao,9,Fall,2,1,EARLY TURN
5,Taro Oboshi (JPN),M,CWT,,00:00,52,43 m,YELLOW,33.0,"Early turn, no tag",Freedive Panglao September Minicomp,Depth Competition,2016-09-23,Panglao,9,Fall,2,2,EARLY TURN
6,Megumi Suwa (JPN),F,CWT,,00:00,53,53 m,YELLOW,43.0,Grab x 2,Freedive Panglao September Minicomp,Depth Competition,2016-09-23,Panglao,9,Fall,2,2,GRAB
7,Keiichi Sato (JPN),M,CWT,,00:00,27,27 m,WHITE,27.0,-,Freedive Panglao September Minicomp,Depth Competition,2016-09-23,Panglao,9,Fall,1,1,
8,Yuji Ohtani (JPN),M,CWT,,00:00,30,30 m,WHITE,30.0,-,Freedive Panglao September Minicomp,Depth Competition,2016-09-23,Panglao,9,Fall,2,1,
9,Tsukasa Kimura (JPN),M,CNF,,00:00,37,37 m,WHITE,37.0,-,Freedive Panglao September Minicomp,Depth Competition,2016-09-23,Panglao,9,Fall,2,1,
10,Shuji Hosoda (JPN),M,CNF,,00:00,28,28 m,WHITE,28.0,-,Freedive Panglao September Minicomp,Depth Competition,2016-09-23,Panglao,9,Fall,2,2,
11,Tomoko Kayama (JPN),F,CNF,,00:00,23,23 m,WHITE,23.0,-,Freedive Panglao September Minicomp,Depth Competition,2016-09-23,Panglao,9,Fall,4,2,
12,Cristian Castaño Villa (COL),M,FIM,,00:00,56,56 m,WHITE,56.0,-,Freedive Panglao September Minicomp,Depth Competition,2016-09-23,Panglao,9,Fall,2,1,
13,Kagumi Kimura (JPN),F,FIM,,00:00,43,43 m,WHITE,43.0,-,Freedive Panglao September Minicomp,Depth Competition,2016-09-23,Panglao,9,Fall,2,2,
14,Michie Kokusyo (JPN),F,FIM,,00:00,48,48 m,WHITE,48.0,-,Freedive Panglao September Minicomp,Depth Competition,2016-09-23,Panglao,9,Fall,2,2,
15,Jin (Sendoh) Wang (CHN),M,FIM,,00:00,90,90 m,WHITE,90.0,-,Freedive Panglao September Minicomp,Depth Competition,2016-09-23,Panglao,9,Fall,1,1,
16,Mirai Fuse (JPN),F,FIM,,00:00,40,30 m,YELLOW,19.0,"Early turn, no tag",Freedive Panglao September Minicomp,Depth Competition,2016-09-23,Panglao,9,Fall,2,2,EARLY TURN
17,Naoto Yoshikawa (JPN),M,FIM,,00:00,58,58 m,WHITE,58.0,-,Freedive Panglao September Minicomp,Depth Competition,2016-09-23,Panglao,9,Fall,4,3,
18,Jeongmin Park (KOR),M,FIM,,00:00,75,75 m,WHITE,75.0,-,Freedive Panglao September Minicomp,Depth Competition,2016-09-23,Panglao,9,Fall,2,2,
19,Clinton Laurence (AUS),M,FIM,,00:00,53,53 m,WHITE,53.0,-,Freedive Panglao September Minicomp,Depth Competition,2016-09-23,Panglao,9,Fall,2,1,
1,Liv Philip (GBR),F,CWT,,00:00,71,71 m,WHITE,71.0,Ok,BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-05,other,9,Summer,1,1,
2,Ashley Chapman (USA),F,CNF,,00:00,60,60 m,WHITE,60.0,Ok,BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-05,other,9,Summer,1,1,
3,Aurore Asso (FRA),F,CNF,,00:00,52,52 m,YELLOW,51.0,No tag,BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-05,other,9,Summer,2,1,NO TAG
4,Marina Kazankova (RUS),F,FIM,,00:00,51,51 m,WHITE,51.0,Ok,BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-05,other,9,Summer,1,1,
5,Alfredo Roen Martin (ESP),M,CWT,,00:00,98,98 m,YELLOW,93.0,Grab,BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-05,other,9,Summer,1,1,GRAB
6,Luis Farina Rodriguez (ESP),M,CWT,,00:00,70,70 m,WHITE,70.0,Ok,BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-05,other,9,Summer,1,1,
7,Carlos Coste (VEN),M,CNF,,00:00,69,69 m NR,WHITE,69.0,Ok,BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-05,other,9,Summer,1,1,
8,Elyoenai Aparicio Suarez (ESP),M,CWT,,00:00,55,55 m,WHITE,55.0,Ok,BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-05,other,9,Summer,1,1,
9,Alex Alvarado (PRI),M,FIM,,00:00,50,50 m,WHITE,50.0,Ok,BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-05,other,9,Summer,1,1,
10,Daniel Maduro (NLD),M,FIM,,00:00,45,45 m,WHITE,45.0,Ok,BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-05,other,9,Summer,1,1,
11,Warley Souza (BRA),M,CWT,,00:00,50,46 m,YELLOW,36.0,"Grab,no tag,under ap",BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-05,other,9,Summer,1,1,GRAB
12,Boy Roozendaal (NLD),M,CWT,,00:00,60,54 m,YELLOW,32.0,"Grab,no tag,under ap",BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-05,other,9,Summer,1,1,GRAB
1,Jeanine Grasmeijer (NLD),F,FIM,,00:00,92,92 m NR,WHITE,92.0,Ok,BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-06,other,9,Summer,1,1,
2,Ashley Chapman (USA),F,CWT,,00:00,84,84 m,WHITE,84.0,Ok,BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-06,other,9,Summer,2,1,
3,Liv Philip (GBR),F,FIM,,00:00,65,65 m,WHITE,65.0,Ok,BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-06,other,9,Summer,2,1,
4,Marina Kazankova (RUS),F,CNF,,00:00,54,54 m,WHITE,54.0,Ok,BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-06,other,9,Summer,2,1,
5,Aurore Asso (FRA),F,CNF,,00:00,53,51 m,YELLOW,48.0,No tag,BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-06,other,9,Summer,3,2,NO TAG
6,Alfredo Roen Martin (ESP),M,FIM,,00:00,65,65 m,WHITE,65.0,Ok,BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-06,other,9,Summer,2,1,
7,Boy Roozendaal (NLD),M,CWT,,00:00,60,60 m,WHITE,60.0,Ok,BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-06,other,9,Summer,2,2,
8,Elyoenai Aparicio Suarez (ESP),M,CWT,,00:00,58,58 m,WHITE,58.0,Ok,BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-06,other,9,Summer,2,2,
9,Maarten Boon (NLD),M,FIM,,00:00,50,50 m,WHITE,50.0,Ok,BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-06,other,9,Summer,1,1,
10,Luis Farina Rodriguez (ESP),M,FIM,,00:00,50,50 m,WHITE,50.0,Ok,BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-06,other,9,Summer,2,1,
11,Daniel Maduro (NLD),M,FIM,,00:00,48,48 m,WHITE,48.0,Ok,BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-06,other,9,Summer,2,2,
12,Warley Souza (BRA),M,CWT,,00:00,53,49 m,YELLOW,44.0,"No tag,under ap",BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-06,other,9,Summer,2,2,NO TAG
1,Ashley Chapman (USA),F,FIM,,00:00,84,84 m,WHITE,84.0,Ok,BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-08,other,9,Summer,3,1,
2,Liv Philip (GBR),F,CWT,,00:00,75,75 m,WHITE,75.0,Ok,BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-08,other,9,Summer,3,2,
3,Marina Kazankova (RUS),F,CWT,,00:00,65,65 m,WHITE,65.0,Ok,BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-08,other,9,Summer,3,1,
4,Aurore Asso (FRA),F,CNF,,00:00,53,53 m,WHITE,53.0,Ok,BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-08,other,9,Summer,4,3,
5,Alfredo Roen Martin (ESP),M,CWT,,00:00,102,102 m,WHITE,102.0,Ok,BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-08,other,9,Summer,3,2,
6,Luis Farina Rodriguez (ESP),M,CWT,,00:00,75,75 m,WHITE,75.0,Ok,BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-08,other,9,Summer,3,2,
7,Daniel Maduro (NLD),M,FIM,,00:00,51,51 m,WHITE,51.0,Ok,BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-08,other,9,Summer,3,3,
8,Elyoenai Aparicio Suarez (ESP),M,FIM,,00:00,51,51 m,WHITE,51.0,Ok,BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-08,other,9,Summer,3,1,
9,Alex Alvarado (PRI),M,CWT,,00:00,50,50 m,YELLOW,45.0,Grab,BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-08,other,9,Summer,2,1,GRAB
10,Boy Roozendaal (NLD),M,CNF,,00:00,41,41 m,WHITE,41.0,Ok,BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-08,other,9,Summer,3,1,
11,Maarten Boon (NLD),M,CNF,,00:00,37,37 m,WHITE,37.0,Ok,BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-08,other,9,Summer,2,1,
1,Aurore Asso (FRA),F,CNF,,00:00,54,54 m,WHITE,54.0,Ok,BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-09,other,9,Summer,5,4,
2,Jeanine Grasmeijer (NLD),F,FIM,,00:00,80,65 m,YELLOW,49.0,"No tag,under ap",BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-09,other,9,Summer,2,2,NO TAG
3,Liv Philip (GBR),F,CNF,,00:00,45,45 m,WHITE,45.0,Ok,BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-09,other,9,Summer,4,1,
4,Ashley Chapman (USA),F,CWT,,00:00,85,73 m,RED,0.0,"No tag,under ap,dqpull",BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-09,other,9,Summer,4,2,DQPULL
5,Boy Roozendaal (NLD),M,FIM,,00:00,55,55 m,WHITE,55.0,Ok,BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-09,other,9,Summer,4,1,
6,Alfredo Roen Martin (ESP),M,CNF,,00:00,50,50 m,WHITE,50.0,Ok,BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-09,other,9,Summer,4,1,
7,Alex Alvarado (PRI),M,CWT,,00:00,50,50 m NR,WHITE,50.0,Ok,BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-09,other,9,Summer,3,2,
8,Elyoenai Aparicio Suarez (ESP),M,CWT,,00:00,61,51 m,YELLOW,40.0,No tag,BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-09,other,9,Summer,4,3,NO TAG
9,Daniel Maduro (NLD),M,FIM,,00:00,54,47 m,YELLOW,39.0,"No tag,under ap",BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-09,other,9,Summer,4,4,NO TAG
10,Luis Farina Rodriguez (ESP),M,CNF,,00:00,37,37 m,WHITE,37.0,Ok,BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-09,other,9,Summer,4,1,
1,Aki Shimoyama (JPN),F,CWT,,00:00,34,34 m,WHITE,34.0,-,17th Manazuru freediving classics,Depth Competition,2016-10-10,other,10,Fall,1,1,
2,Tetsu Ogushi (JPN),M,CWT,,00:00,26,26 m,WHITE,26.0,-,17th Manazuru freediving classics,Depth Competition,2016-10-10,other,10,Fall,1,1,
3,Kazuo Aoyama (JPN),M,CNF,,00:00,40,40 m,WHITE,40.0,-,17th Manazuru freediving classics,Depth Competition,2016-10-10,other,10,Fall,1,1,
4,Michie Kokusyo (JPN),F,CNF,,00:00,37,37 m,WHITE,37.0,-,17th Manazuru freediving classics,Depth Competition,2016-10-10,other,10,Fall,3,1,
5,Shoko Kizu (JPN),F,CNF,,00:00,30,30 m,WHITE,30.0,-,17th Manazuru freediving classics,Depth Competition,2016-10-10,other,10,Fall,1,1,
6,Mio Kanemaki (JPN),F,FIM,,00:00,17,17 m,WHITE,17.0,-,17th Manazuru freediving classics,Depth Competition,2016-10-10,other,10,Fall,1,1,
1,Dean Chaouche (GBR),M,CNF,,00:00,74,74 m,WHITE,74.0,NR,Vertical Blue 2016,Mixed Competition,2016-04-22,VB,4,Spring,4,2,NR
2,Camila Jaber (MEX),F,CNF,,00:00,52,52 m,WHITE,52.0,NR,Vertical Blue 2016,Mixed Competition,2016-04-22,VB,4,Spring,1,1,NR
3,Anna Von Boetticher (DEU),F,CNF,,00:00,47,47 m,WHITE,47.0,NR,Vertical Blue 2016,Mixed Competition,2016-04-22,VB,4,Spring,1,1,NR
4,Sayuri Kinoshita (JPN),F,CNF,,00:00,68,68 m,WHITE,68.0,NR,Vertical Blue 2016,Mixed Competition,2016-04-22,VB,4,Spring,2,1,NR
5,Marianna Gillespie (FRA),F,CWT,,00:00,85,85 m,WHITE,85.0,-,Vertical Blue 2016,Mixed Competition,2016-04-22,VB,4,Spring,1,1,
6,Adam Stern (AUS),M,CWT,,00:00,100,100 m,WHITE,100.0,-,Vertical Blue 2016,Mixed Competition,2016-04-22,VB,4,Spring,4,3,
7,Luke Maillis (BHS),M,CWT,,00:00,46,46 m,WHITE,46.0,NR,Vertical Blue 2016,Mixed Competition,2016-04-22,VB,4,Spring,1,1,NR
8,Georgina Miller (GBR),F,CWT,,00:00,50,50 m,WHITE,50.0,-,Vertical Blue 2016,Mixed Competition,2016-04-22,VB,4,Spring,4,4,
9,Simon Bennett (CHL),M,CWT,,00:00,63,63 m,WHITE,63.0,-,Vertical Blue 2016,Mixed Competition,2016-04-22,VB,4,Spring,1,1,
10,Aolin Wang (CHN),M,CWT,,00:00,80,80 m,WHITE,80.0,NR,Vertical Blue 2016,Mixed Competition,2016-04-22,VB,4,Spring,2,2,NR
11,Misuzu Okamoto (JPN),F,CWT,,00:00,83,83 m,WHITE,83.0,-,Vertical Blue 2016,Mixed Competition,2016-04-22,VB,4,Spring,1,1,
12,Yaron Hoory (ISR),M,CWT,,00:00,85,85 m,RED,0.0,DQBO,Vertical Blue 2016,Mixed Competition,2016-04-22,VB,4,Spring,1,1,DQBO
13,Hanako Hirose (JPN),F,CWT,,00:00,88,88 m,WHITE,88.0,-,Vertical Blue 2016,Mixed Competition,2016-04-22,VB,4,Spring,1,1,
